"type","price","freshness","respID","qID","altID","obsID"
"Honeycrisp",1.5,"Poor",152,2,2,908
"Honeycrisp",2,"Average",152,3,1,909
"Red Delicious",2,"Poor",152,3,2,909
"Gala",3.5,"Average",152,4,1,910
"Fuji",2,"Excellent",152,4,2,910
"Gala",2.5,"Excellent",152,5,1,911
"Gala",3.5,"Poor",152,5,2,911
"Fuji",1,"Excellent",152,6,1,912
"Red Delicious",4,"Average",152,6,2,912
"Gala",3.5,"Average",153,1,1,913
"Fuji",3.5,"Average",153,1,2,913
"Fuji",2,"Excellent",153,2,1,914
"Pink Lady",3.5,"Excellent",153,2,2,914
"Pink Lady",4,"Excellent",153,3,1,915
"Fuji",2,"Excellent",153,3,2,915
"Red Delicious",3,"Poor",153,4,1,916
"Red Delicious",3.5,"Poor",153,4,2,916
"Gala",2,"Average",153,5,1,917
"Honeycrisp",1.5,"Poor",153,5,2,917
"Honeycrisp",2.5,"Average",153,6,1,918
"Red Delicious",2.5,"Excellent",153,6,2,918
"Gala",3.5,"Poor",154,1,1,919
"Honeycrisp",2.5,"Poor",154,1,2,919
"Red Delicious",1.5,"Poor",154,2,1,920
"Honeycrisp",3.5,"Excellent",154,2,2,920
"Red Delicious",2,"Excellent",154,3,1,921
"Gala",2.5,"Excellent",154,3,2,921
"Honeycrisp",1.5,"Excellent",154,4,1,922
"Fuji",1,"Average",154,4,2,922
"Fuji",1.5,"Excellent",154,5,1,923
"Gala",3,"Poor",154,5,2,923
"Honeycrisp",3.5,"Poor",154,6,1,924
"Red Delicious",1,"Average",154,6,2,924
"Red Delicious",3.5,"Average",155,1,1,925
"Pink Lady",1.5,"Excellent",155,1,2,925
"Fuji",3,"Poor",155,2,1,926
"Pink Lady",3,"Excellent",155,2,2,926
"Pink Lady",2,"Excellent",155,3,1,927
"Gala",1,"Poor",155,3,2,927
"Honeycrisp",2,"Poor",155,4,1,928
"Pink Lady",3.5,"Excellent",155,4,2,928
"Honeycrisp",1,"Average",155,5,1,929
"Pink Lady",2.5,"Average",155,5,2,929
"Gala",3,"Excellent",155,6,1,930
"Red Delicious",3.5,"Excellent",155,6,2,930
"Gala",3,"Poor",156,1,1,931
"Pink Lady",4,"Poor",156,1,2,931
"Fuji",1,"Poor",156,2,1,932
"Pink Lady",1,"Average",156,2,2,932
"Honeycrisp",4,"Excellent",156,3,1,933
"Pink Lady",3,"Excellent",156,3,2,933
"Gala",2,"Poor",156,4,1,934
"Pink Lady",3.5,"Average",156,4,2,934
"Red Delicious",1.5,"Excellent",156,5,1,935
"Fuji",2,"Average",156,5,2,935
"Pink Lady",1.5,"Average",156,6,1,936
"Fuji",3.5,"Poor",156,6,2,936
"Fuji",1,"Poor",157,1,1,937
"Pink Lady",3.5,"Average",157,1,2,937
"Honeycrisp",1.5,"Average",157,2,1,938
"Honeycrisp",3,"Excellent",157,2,2,938
"Gala",2,"Average",157,3,1,939
"Gala",1.5,"Excellent",157,3,2,939
"Red Delicious",2,"Excellent",157,4,1,940
"Honeycrisp",3,"Poor",157,4,2,940
"Honeycrisp",2,"Average",157,5,1,941
"Gala",2,"Excellent",157,5,2,941
"Pink Lady",2.5,"Average",157,6,1,942
"Fuji",3,"Excellent",157,6,2,942
"Pink Lady",2,"Poor",158,1,1,943
"Pink Lady",3.5,"Poor",158,1,2,943
"Fuji",3,"Average",158,2,1,944
"Honeycrisp",3.5,"Excellent",158,2,2,944
"Red Delicious",1,"Excellent",158,3,1,945
"Fuji",1,"Poor",158,3,2,945
"Pink Lady",3,"Excellent",158,4,1,946
"Pink Lady",2.5,"Poor",158,4,2,946
"Fuji",3,"Excellent",158,5,1,947
"Fuji",1.5,"Average",158,5,2,947
"Honeycrisp",1.5,"Poor",158,6,1,948
"Fuji",4,"Excellent",158,6,2,948
"Fuji",4,"Excellent",159,1,1,949
"Pink Lady",4,"Excellent",159,1,2,949
"Honeycrisp",2,"Average",159,2,1,950
"Pink Lady",4,"Excellent",159,2,2,950
"Fuji",2.5,"Average",159,3,1,951
"Honeycrisp",4,"Average",159,3,2,951
"Fuji",2.5,"Excellent",159,4,1,952
"Pink Lady",3,"Poor",159,4,2,952
"Honeycrisp",1.5,"Poor",159,5,1,953
"Pink Lady",1,"Excellent",159,5,2,953
"Fuji",1.5,"Average",159,6,1,954
"Fuji",3,"Poor",159,6,2,954
"Pink Lady",2.5,"Average",160,1,1,955
"Honeycrisp",1,"Poor",160,1,2,955
"Gala",3,"Poor",160,2,1,956
"Red Delicious",2,"Excellent",160,2,2,956
"Pink Lady",1,"Poor",160,3,1,957
"Honeycrisp",1.5,"Average",160,3,2,957
"Red Delicious",3.5,"Poor",160,4,1,958
"Gala",1.5,"Excellent",160,4,2,958
"Fuji",3,"Excellent",160,5,1,959
"Red Delicious",1,"Excellent",160,5,2,959
"Fuji",4,"Average",160,6,1,960
"Gala",2.5,"Poor",160,6,2,960
"Red Delicious",3.5,"Average",161,1,1,961
"Honeycrisp",1.5,"Poor",161,1,2,961
"Honeycrisp",3,"Poor",161,2,1,962
"Pink Lady",3,"Poor",161,2,2,962
"Honeycrisp",3.5,"Poor",161,3,1,963
"Fuji",3.5,"Poor",161,3,2,963
"Fuji",2,"Excellent",161,4,1,964
"Pink Lady",3.5,"Average",161,4,2,964
"Honeycrisp",2.5,"Average",161,5,1,965
"Fuji",1,"Average",161,5,2,965
"Gala",1.5,"Average",161,6,1,966
"Red Delicious",1,"Average",161,6,2,966
"Red Delicious",2.5,"Average",162,1,1,967
"Red Delicious",1,"Average",162,1,2,967
"Red Delicious",3.5,"Poor",162,2,1,968
"Fuji",1,"Excellent",162,2,2,968
"Gala",2,"Excellent",162,3,1,969
"Pink Lady",2.5,"Average",162,3,2,969
"Red Delicious",2.5,"Average",162,4,1,970
"Red Delicious",3,"Excellent",162,4,2,970
"Pink Lady",4,"Average",162,5,1,971
"Gala",2.5,"Poor",162,5,2,971
"Red Delicious",1.5,"Poor",162,6,1,972
"Gala",1.5,"Poor",162,6,2,972
"Honeycrisp",1.5,"Poor",163,1,1,973
"Red Delicious",3.5,"Average",163,1,2,973
"Honeycrisp",2.5,"Average",163,2,1,974
"Pink Lady",1,"Excellent",163,2,2,974
"Gala",2,"Poor",163,3,1,975
"Red Delicious",3,"Excellent",163,3,2,975
"Gala",4,"Poor",163,4,1,976
"Pink Lady",1,"Poor",163,4,2,976
"Honeycrisp",1.5,"Average",163,5,1,977
"Fuji",3,"Poor",163,5,2,977
"Fuji",2.5,"Poor",163,6,1,978
"Honeycrisp",3.5,"Average",163,6,2,978
"Pink Lady",3,"Average",164,1,1,979
"Red Delicious",3,"Excellent",164,1,2,979
"Honeycrisp",2,"Excellent",164,2,1,980
"Fuji",2,"Poor",164,2,2,980
"Fuji",3.5,"Average",164,3,1,981
"Honeycrisp",2.5,"Excellent",164,3,2,981
"Fuji",2.5,"Average",164,4,1,982
"Red Delicious",4,"Poor",164,4,2,982
"Pink Lady",1,"Poor",164,5,1,983
"Red Delicious",2.5,"Poor",164,5,2,983
"Pink Lady",3,"Poor",164,6,1,984
"Pink Lady",1,"Average",164,6,2,984
"Red Delicious",3.5,"Average",165,1,1,985
"Pink Lady",3,"Poor",165,1,2,985
"Honeycrisp",1,"Excellent",165,2,1,986
"Gala",4,"Average",165,2,2,986
"Fuji",1,"Poor",165,3,1,987
"Red Delicious",3.5,"Poor",165,3,2,987
"Fuji",2,"Excellent",165,4,1,988
"Red Delicious",4,"Excellent",165,4,2,988
"Gala",1,"Excellent",165,5,1,989
"Pink Lady",3,"Excellent",165,5,2,989
"Honeycrisp",1,"Excellent",165,6,1,990
"Pink Lady",2,"Excellent",165,6,2,990
"Fuji",1,"Average",166,1,1,991
"Pink Lady",2,"Average",166,1,2,991
"Red Delicious",1,"Average",166,2,1,992
"Pink Lady",3,"Poor",166,2,2,992
"Honeycrisp",4,"Poor",166,3,1,993
"Fuji",4,"Poor",166,3,2,993
"Red Delicious",3.5,"Poor",166,4,1,994
"Fuji",2.5,"Poor",166,4,2,994
"Pink Lady",1.5,"Excellent",166,5,1,995
"Pink Lady",1,"Average",166,5,2,995
"Gala",4,"Excellent",166,6,1,996
"Honeycrisp",4,"Excellent",166,6,2,996
"Gala",4,"Poor",167,1,1,997
"Fuji",3,"Excellent",167,1,2,997
"Fuji",2.5,"Average",167,2,1,998
"Red Delicious",2,"Poor",167,2,2,998
"Honeycrisp",2.5,"Excellent",167,3,1,999
"Pink Lady",1,"Average",167,3,2,999
"Fuji",3,"Average",167,4,1,1000
"Fuji",3,"Poor",167,4,2,1000
"Fuji",1,"Excellent",167,5,1,1001
"Honeycrisp",1.5,"Excellent",167,5,2,1001
"Red Delicious",1.5,"Poor",167,6,1,1002
"Fuji",4,"Average",167,6,2,1002
"Fuji",1.5,"Average",168,1,1,1003
"Honeycrisp",3.5,"Excellent",168,1,2,1003
"Red Delicious",2.5,"Poor",168,2,1,1004
"Gala",3.5,"Excellent",168,2,2,1004
"Pink Lady",1,"Average",168,3,1,1005
"Pink Lady",4,"Average",168,3,2,1005
"Fuji",3,"Excellent",168,4,1,1006
"Gala",2.5,"Average",168,4,2,1006
"Gala",4,"Average",168,5,1,1007
"Pink Lady",4,"Excellent",168,5,2,1007
"Fuji",3.5,"Excellent",168,6,1,1008
"Pink Lady",1.5,"Poor",168,6,2,1008
"Gala",4,"Excellent",169,1,1,1009
"Honeycrisp",3,"Excellent",169,1,2,1009
"Pink Lady",1.5,"Excellent",169,2,1,1010
"Fuji",4,"Average",169,2,2,1010
"Gala",2,"Poor",169,3,1,1011
"Gala",1.5,"Average",169,3,2,1011
"Fuji",2.5,"Poor",169,4,1,1012
"Red Delicious",1.5,"Poor",169,4,2,1012
"Gala",1,"Poor",169,5,1,1013
"Fuji",3,"Average",169,5,2,1013
"Pink Lady",1.5,"Poor",169,6,1,1014
"Fuji",1,"Average",169,6,2,1014
"Pink Lady",2.5,"Average",170,1,1,1015
"Gala",2.5,"Average",170,1,2,1015
"Red Delicious",2.5,"Average",170,2,1,1016
"Honeycrisp",1.5,"Average",170,2,2,1016
"Fuji",3,"Poor",170,3,1,1017
"Honeycrisp",3.5,"Average",170,3,2,1017
"Gala",2,"Average",170,4,1,1018
"Fuji",1.5,"Poor",170,4,2,1018
"Gala",3,"Poor",170,5,1,1019
"Honeycrisp",1,"Excellent",170,5,2,1019
"Pink Lady",3,"Excellent",170,6,1,1020
"Pink Lady",3.5,"Excellent",170,6,2,1020
"Pink Lady",3,"Poor",171,1,1,1021
"Gala",1.5,"Poor",171,1,2,1021
"Honeycrisp",1,"Average",171,2,1,1022
"Gala",3,"Poor",171,2,2,1022
"Gala",1.5,"Poor",171,3,1,1023
"Gala",1,"Poor",171,3,2,1023
"Pink Lady",1,"Poor",171,4,1,1024
"Pink Lady",1.5,"Average",171,4,2,1024
"Red Delicious",3.5,"Poor",171,5,1,1025
"Gala",3.5,"Average",171,5,2,1025
"Fuji",1,"Excellent",171,6,1,1026
"Red Delicious",2.5,"Excellent",171,6,2,1026
"Honeycrisp",2,"Average",172,1,1,1027
"Pink Lady",3.5,"Average",172,1,2,1027
"Red Delicious",1.5,"Poor",172,2,1,1028
"Gala",1.5,"Excellent",172,2,2,1028
"Pink Lady",2.5,"Average",172,3,1,1029
"Gala",4,"Average",172,3,2,1029
"Honeycrisp",3.5,"Average",172,4,1,1030
"Gala",2.5,"Excellent",172,4,2,1030
"Gala",1.5,"Excellent",172,5,1,1031
"Fuji",3.5,"Excellent",172,5,2,1031
"Gala",2,"Poor",172,6,1,1032
"Red Delicious",2,"Poor",172,6,2,1032
"Fuji",3.5,"Average",173,1,1,1033
"Fuji",3.5,"Poor",173,1,2,1033
"Pink Lady",4,"Average",173,2,1,1034
"Pink Lady",3.5,"Poor",173,2,2,1034
"Red Delicious",2,"Poor",173,3,1,1035
"Pink Lady",2,"Average",173,3,2,1035
"Pink Lady",2.5,"Average",173,4,1,1036
"Gala",1.5,"Average",173,4,2,1036
"Gala",2.5,"Average",173,5,1,1037
"Pink Lady",2.5,"Excellent",173,5,2,1037
"Honeycrisp",2,"Average",173,6,1,1038
"Gala",4,"Excellent",173,6,2,1038
"Honeycrisp",3,"Excellent",174,1,1,1039
"Pink Lady",1.5,"Poor",174,1,2,1039
"Fuji",2.5,"Excellent",174,2,1,1040
"Fuji",1,"Poor",174,2,2,1040
"Pink Lady",4,"Excellent",174,3,1,1041
"Honeycrisp",1,"Excellent",174,3,2,1041
"Gala",2.5,"Average",174,4,1,1042
"Pink Lady",2.5,"Poor",174,4,2,1042
"Pink Lady",3.5,"Excellent",174,5,1,1043
"Honeycrisp",3.5,"Poor",174,5,2,1043
"Honeycrisp",3,"Poor",174,6,1,1044
"Fuji",4,"Average",174,6,2,1044
"Pink Lady",3.5,"Poor",175,1,1,1045
"Honeycrisp",2.5,"Poor",175,1,2,1045
"Gala",3,"Excellent",175,2,1,1046
"Red Delicious",3,"Poor",175,2,2,1046
"Honeycrisp",1.5,"Poor",175,3,1,1047
"Fuji",2,"Average",175,3,2,1047
"Red Delicious",1,"Average",175,4,1,1048
"Fuji",2,"Excellent",175,4,2,1048
"Pink Lady",2.5,"Average",175,5,1,1049
"Gala",2.5,"Poor",175,5,2,1049
"Honeycrisp",4,"Average",175,6,1,1050
"Gala",4,"Poor",175,6,2,1050
"Honeycrisp",2,"Average",176,1,1,1051
"Red Delicious",3.5,"Average",176,1,2,1051
"Fuji",1.5,"Excellent",176,2,1,1052
"Gala",1.5,"Excellent",176,2,2,1052
"Red Delicious",2.5,"Average",176,3,1,1053
"Fuji",3,"Average",176,3,2,1053
"Gala",3,"Excellent",176,4,1,1054
"Fuji",3.5,"Poor",176,4,2,1054
"Pink Lady",3,"Excellent",176,5,1,1055
"Red Delicious",3,"Excellent",176,5,2,1055
"Gala",1.5,"Poor",176,6,1,1056
"Fuji",3.5,"Average",176,6,2,1056
"Honeycrisp",4,"Poor",177,1,1,1057
"Pink Lady",1,"Poor",177,1,2,1057
"Red Delicious",2.5,"Excellent",177,2,1,1058
"Red Delicious",1.5,"Excellent",177,2,2,1058
"Fuji",3,"Poor",177,3,1,1059
"Fuji",4,"Average",177,3,2,1059
"Honeycrisp",1.5,"Average",177,4,1,1060
"Red Delicious",3,"Average",177,4,2,1060
"Pink Lady",3.5,"Average",177,5,1,1061
"Gala",2.5,"Average",177,5,2,1061
"Pink Lady",4,"Excellent",177,6,1,1062
"Gala",3.5,"Excellent",177,6,2,1062
"Honeycrisp",4,"Average",178,1,1,1063
"Pink Lady",3,"Average",178,1,2,1063
"Gala",2.5,"Excellent",178,2,1,1064
"Red Delicious",1.5,"Poor",178,2,2,1064
"Honeycrisp",2.5,"Average",178,3,1,1065
"Fuji",2.5,"Average",178,3,2,1065
"Red Delicious",1,"Average",178,4,1,1066
"Honeycrisp",2,"Excellent",178,4,2,1066
"Honeycrisp",2.5,"Average",178,5,1,1067
"Honeycrisp",2.5,"Average",178,5,2,1067
"Pink Lady",1,"Average",178,6,1,1068
"Gala",1.5,"Average",178,6,2,1068
"Pink Lady",2.5,"Average",179,1,1,1069
"Gala",2,"Excellent",179,1,2,1069
"Pink Lady",3,"Excellent",179,2,1,1070
"Honeycrisp",2,"Excellent",179,2,2,1070
"Gala",3,"Excellent",179,3,1,1071
"Honeycrisp",3,"Excellent",179,3,2,1071
"Fuji",3.5,"Excellent",179,4,1,1072
"Pink Lady",1.5,"Excellent",179,4,2,1072
"Red Delicious",1,"Average",179,5,1,1073
"Pink Lady",1.5,"Average",179,5,2,1073
"Gala",1,"Excellent",179,6,1,1074
"Red Delicious",3.5,"Poor",179,6,2,1074
"Honeycrisp",3.5,"Average",180,1,1,1075
"Gala",1.5,"Poor",180,1,2,1075
"Gala",3,"Average",180,2,1,1076
"Gala",1,"Excellent",180,2,2,1076
"Gala",4,"Average",180,3,1,1077
"Fuji",2,"Excellent",180,3,2,1077
"Honeycrisp",2,"Excellent",180,4,1,1078
"Honeycrisp",4,"Poor",180,4,2,1078
"Gala",2.5,"Excellent",180,5,1,1079
"Gala",3,"Poor",180,5,2,1079
"Red Delicious",2.5,"Excellent",180,6,1,1080
"Fuji",1,"Average",180,6,2,1080
"Red Delicious",2.5,"Poor",181,1,1,1081
"Honeycrisp",1,"Average",181,1,2,1081
"Fuji",2,"Excellent",181,2,1,1082
"Pink Lady",3,"Poor",181,2,2,1082
"Gala",2,"Excellent",181,3,1,1083
"Pink Lady",2,"Average",181,3,2,1083
"Fuji",3.5,"Excellent",181,4,1,1084
"Pink Lady",3,"Excellent",181,4,2,1084
"Honeycrisp",3.5,"Average",181,5,1,1085
"Fuji",1,"Excellent",181,5,2,1085
"Honeycrisp",2,"Excellent",181,6,1,1086
"Pink Lady",1,"Excellent",181,6,2,1086
"Fuji",3.5,"Excellent",182,1,1,1087
"Honeycrisp",2,"Excellent",182,1,2,1087
"Gala",3,"Poor",182,2,1,1088
"Fuji",1.5,"Excellent",182,2,2,1088
"Fuji",2,"Average",182,3,1,1089
"Fuji",2,"Poor",182,3,2,1089
"Honeycrisp",3.5,"Excellent",182,4,1,1090
"Red Delicious",3,"Excellent",182,4,2,1090
"Pink Lady",1,"Average",182,5,1,1091
"Pink Lady",3.5,"Poor",182,5,2,1091
"Honeycrisp",3,"Average",182,6,1,1092
"Red Delicious",2.5,"Poor",182,6,2,1092
"Gala",3,"Excellent",183,1,1,1093
"Red Delicious",1,"Average",183,1,2,1093
"Gala",4,"Average",183,2,1,1094
"Fuji",1.5,"Poor",183,2,2,1094
"Fuji",1.5,"Poor",183,3,1,1095
"Gala",2,"Poor",183,3,2,1095
"Honeycrisp",1.5,"Excellent",183,4,1,1096
"Fuji",2,"Excellent",183,4,2,1096
"Red Delicious",2,"Poor",183,5,1,1097
"Gala",1,"Average",183,5,2,1097
"Pink Lady",1.5,"Excellent",183,6,1,1098
"Honeycrisp",3.5,"Excellent",183,6,2,1098
"Red Delicious",2.5,"Excellent",184,1,1,1099
"Pink Lady",4,"Excellent",184,1,2,1099
"Pink Lady",1.5,"Poor",184,2,1,1100
"Gala",3,"Poor",184,2,2,1100
"Gala",1.5,"Excellent",184,3,1,1101
"Red Delicious",2.5,"Poor",184,3,2,1101
"Pink Lady",2,"Average",184,4,1,1102
"Fuji",1.5,"Average",184,4,2,1102
"Gala",2.5,"Poor",184,5,1,1103
"Gala",1,"Average",184,5,2,1103
"Gala",1,"Excellent",184,6,1,1104
"Red Delicious",1.5,"Average",184,6,2,1104
"Fuji",3.5,"Average",185,1,1,1105
"Gala",1,"Average",185,1,2,1105
"Honeycrisp",1,"Excellent",185,2,1,1106
"Gala",3.5,"Average",185,2,2,1106
"Honeycrisp",1.5,"Average",185,3,1,1107
"Gala",1.5,"Average",185,3,2,1107
"Gala",4,"Poor",185,4,1,1108
"Red Delicious",3,"Average",185,4,2,1108
"Red Delicious",2.5,"Poor",185,5,1,1109
"Fuji",2.5,"Poor",185,5,2,1109
"Fuji",1.5,"Poor",185,6,1,1110
"Red Delicious",4,"Excellent",185,6,2,1110
"Gala",3.5,"Poor",186,1,1,1111
"Gala",2.5,"Average",186,1,2,1111
"Pink Lady",1.5,"Average",186,2,1,1112
"Red Delicious",1.5,"Poor",186,2,2,1112
"Honeycrisp",3,"Excellent",186,3,1,1113
"Red Delicious",3,"Excellent",186,3,2,1113
"Fuji",1.5,"Excellent",186,4,1,1114
"Pink Lady",1.5,"Excellent",186,4,2,1114
"Red Delicious",1,"Excellent",186,5,1,1115
"Gala",1.5,"Poor",186,5,2,1115
"Pink Lady",1,"Average",186,6,1,1116
"Gala",4,"Poor",186,6,2,1116
"Gala",1.5,"Average",187,1,1,1117
"Red Delicious",2,"Excellent",187,1,2,1117
"Fuji",3,"Excellent",187,2,1,1118
"Fuji",4,"Excellent",187,2,2,1118
"Gala",1,"Excellent",187,3,1,1119
"Honeycrisp",2,"Average",187,3,2,1119
"Pink Lady",1.5,"Poor",187,4,1,1120
"Pink Lady",3.5,"Average",187,4,2,1120
"Gala",3,"Excellent",187,5,1,1121
"Fuji",3,"Average",187,5,2,1121
"Gala",1.5,"Average",187,6,1,1122
"Fuji",4,"Excellent",187,6,2,1122
"Honeycrisp",1.5,"Average",188,1,1,1123
"Honeycrisp",2,"Poor",188,1,2,1123
"Red Delicious",4,"Poor",188,2,1,1124
"Gala",1.5,"Excellent",188,2,2,1124
"Pink Lady",2,"Poor",188,3,1,1125
"Pink Lady",2,"Poor",188,3,2,1125
"Red Delicious",1,"Excellent",188,4,1,1126
"Fuji",2,"Average",188,4,2,1126
"Fuji",2.5,"Average",188,5,1,1127
"Pink Lady",4,"Poor",188,5,2,1127
"Gala",3.5,"Poor",188,6,1,1128
"Honeycrisp",4,"Excellent",188,6,2,1128
"Honeycrisp",3.5,"Excellent",189,1,1,1129
"Honeycrisp",3,"Average",189,1,2,1129
"Gala",4,"Poor",189,2,1,1130
"Fuji",1,"Excellent",189,2,2,1130
"Honeycrisp",2,"Average",189,3,1,1131
"Pink Lady",1.5,"Poor",189,3,2,1131
"Honeycrisp",1,"Excellent",189,4,1,1132
"Pink Lady",1.5,"Average",189,4,2,1132
"Red Delicious",1,"Average",189,5,1,1133
"Gala",2,"Poor",189,5,2,1133
"Fuji",3,"Average",189,6,1,1134
"Pink Lady",3,"Poor",189,6,2,1134
"Pink Lady",2,"Average",190,1,1,1135
"Gala",1,"Poor",190,1,2,1135
"Honeycrisp",3.5,"Poor",190,2,1,1136
"Pink Lady",2,"Average",190,2,2,1136
"Pink Lady",1.5,"Excellent",190,3,1,1137
"Honeycrisp",1,"Excellent",190,3,2,1137
"Red Delicious",1.5,"Excellent",190,4,1,1138
"Red Delicious",3,"Excellent",190,4,2,1138
"Honeycrisp",1.5,"Excellent",190,5,1,1139
"Red Delicious",1,"Excellent",190,5,2,1139
"Red Delicious",1,"Poor",190,6,1,1140
"Pink Lady",3,"Average",190,6,2,1140
"Pink Lady",3.5,"Poor",191,1,1,1141
"Pink Lady",2.5,"Average",191,1,2,1141
"Gala",2,"Average",191,2,1,1142
"Pink Lady",1.5,"Excellent",191,2,2,1142
"Gala",1,"Average",191,3,1,1143
"Red Delicious",1.5,"Excellent",191,3,2,1143
"Honeycrisp",1.5,"Poor",191,4,1,1144
"Honeycrisp",1,"Poor",191,4,2,1144
"Honeycrisp",1,"Excellent",191,5,1,1145
"Red Delicious",3.5,"Excellent",191,5,2,1145
"Honeycrisp",3,"Excellent",191,6,1,1146
"Pink Lady",4,"Excellent",191,6,2,1146
"Honeycrisp",2,"Excellent",192,1,1,1147
"Pink Lady",1.5,"Excellent",192,1,2,1147
"Pink Lady",2.5,"Average",192,2,1,1148
"Honeycrisp",4,"Poor",192,2,2,1148
"Fuji",1,"Excellent",192,3,1,1149
"Pink Lady",4,"Poor",192,3,2,1149
"Red Delicious",1.5,"Excellent",192,4,1,1150
"Fuji",1.5,"Average",192,4,2,1150
"Fuji",1.5,"Poor",192,5,1,1151
"Honeycrisp",4,"Excellent",192,5,2,1151
"Fuji",2,"Poor",192,6,1,1152
"Red Delicious",3,"Average",192,6,2,1152
"Honeycrisp",3,"Average",193,1,1,1153
"Red Delicious",3.5,"Poor",193,1,2,1153
"Fuji",3.5,"Average",193,2,1,1154
"Gala",1.5,"Excellent",193,2,2,1154
"Gala",3,"Average",193,3,1,1155
"Pink Lady",3.5,"Poor",193,3,2,1155
"Pink Lady",1,"Average",193,4,1,1156
"Red Delicious",2,"Poor",193,4,2,1156
"Honeycrisp",1.5,"Average",193,5,1,1157
"Gala",3.5,"Average",193,5,2,1157
"Fuji",2,"Excellent",193,6,1,1158
"Gala",1.5,"Average",193,6,2,1158
"Gala",2.5,"Average",194,1,1,1159
"Honeycrisp",1,"Average",194,1,2,1159
"Fuji",2.5,"Average",194,2,1,1160
"Gala",1.5,"Excellent",194,2,2,1160
"Red Delicious",2.5,"Average",194,3,1,1161
"Pink Lady",2,"Poor",194,3,2,1161
"Fuji",3.5,"Poor",194,4,1,1162
"Pink Lady",2,"Average",194,4,2,1162
"Fuji",1.5,"Average",194,5,1,1163
"Fuji",1.5,"Average",194,5,2,1163
"Fuji",4,"Average",194,6,1,1164
"Fuji",1.5,"Poor",194,6,2,1164
"Honeycrisp",3,"Poor",195,1,1,1165
"Honeycrisp",4,"Poor",195,1,2,1165
"Pink Lady",2,"Excellent",195,2,1,1166
"Gala",2.5,"Poor",195,2,2,1166
"Honeycrisp",3.5,"Average",195,3,1,1167
"Pink Lady",3.5,"Average",195,3,2,1167
"Gala",2.5,"Average",195,4,1,1168
"Gala",1.5,"Average",195,4,2,1168
"Fuji",2,"Average",195,5,1,1169
"Gala",1.5,"Average",195,5,2,1169
"Fuji",4,"Average",195,6,1,1170
"Gala",4,"Average",195,6,2,1170
"Honeycrisp",3,"Excellent",196,1,1,1171
"Red Delicious",4,"Excellent",196,1,2,1171
"Pink Lady",2.5,"Excellent",196,2,1,1172
"Red Delicious",3,"Poor",196,2,2,1172
"Honeycrisp",2,"Poor",196,3,1,1173
"Red Delicious",1.5,"Poor",196,3,2,1173
"Gala",1,"Excellent",196,4,1,1174
"Gala",3.5,"Excellent",196,4,2,1174
"Fuji",1.5,"Excellent",196,5,1,1175
"Gala",1,"Average",196,5,2,1175
"Honeycrisp",1.5,"Average",196,6,1,1176
"Fuji",1.5,"Excellent",196,6,2,1176
"Honeycrisp",4,"Excellent",197,1,1,1177
"Honeycrisp",2,"Poor",197,1,2,1177
"Red Delicious",4,"Excellent",197,2,1,1178
"Honeycrisp",4,"Poor",197,2,2,1178
"Fuji",4,"Poor",197,3,1,1179
"Pink Lady",1.5,"Excellent",197,3,2,1179
"Red Delicious",1,"Excellent",197,4,1,1180
"Fuji",1.5,"Poor",197,4,2,1180
"Gala",1,"Poor",197,5,1,1181
"Gala",3.5,"Average",197,5,2,1181
"Fuji",3.5,"Excellent",197,6,1,1182
"Pink Lady",2,"Average",197,6,2,1182
"Fuji",3.5,"Excellent",198,1,1,1183
"Pink Lady",2,"Average",198,1,2,1183
"Gala",1.5,"Excellent",198,2,1,1184
"Gala",2.5,"Excellent",198,2,2,1184
"Honeycrisp",3,"Excellent",198,3,1,1185
"Gala",3.5,"Excellent",198,3,2,1185
"Fuji",3.5,"Excellent",198,4,1,1186
"Red Delicious",1.5,"Excellent",198,4,2,1186
"Pink Lady",1,"Average",198,5,1,1187
"Fuji",4,"Average",198,5,2,1187
"Fuji",2,"Poor",198,6,1,1188
"Pink Lady",1.5,"Average",198,6,2,1188
"Red Delicious",1.5,"Excellent",199,1,1,1189
"Pink Lady",4,"Average",199,1,2,1189
"Gala",3.5,"Excellent",199,2,1,1190
"Gala",1.5,"Poor",199,2,2,1190
"Gala",3,"Excellent",199,3,1,1191
"Fuji",2.5,"Poor",199,3,2,1191
"Gala",3,"Poor",199,4,1,1192
"Gala",1.5,"Poor",199,4,2,1192
"Honeycrisp",1,"Average",199,5,1,1193
"Red Delicious",4,"Average",199,5,2,1193
"Honeycrisp",3.5,"Poor",199,6,1,1194
"Gala",3.5,"Average",199,6,2,1194
"Pink Lady",1.5,"Poor",200,1,1,1195
"Red Delicious",4,"Average",200,1,2,1195
"Red Delicious",3.5,"Poor",200,2,1,1196
"Fuji",3,"Excellent",200,2,2,1196
"Fuji",2,"Excellent",200,3,1,1197
"Red Delicious",4,"Average",200,3,2,1197
"Red Delicious",3,"Poor",200,4,1,1198
"Fuji",4,"Poor",200,4,2,1198
"Gala",1,"Excellent",200,5,1,1199
"Gala",1,"Average",200,5,2,1199
"Red Delicious",3.5,"Poor",200,6,1,1200
"Honeycrisp",1.5,"Average",200,6,2,1200
"Pink Lady",2.5,"Poor",201,1,1,1201
"Fuji",1,"Poor",201,1,2,1201
"Honeycrisp",4,"Excellent",201,2,1,1202
"Honeycrisp",2,"Poor",201,2,2,1202
